1268149811577884673,1024090748,1280865760735301638,727264378114822144,43242552,1037414891173212160,1032056331262255104,930244136,376575535,788177219986137088,1976138702,1210481193243811840,87592690,32851301,4004848341,882899083332993026,871975255614599169,6107302,753571509080174592,2576039558,536254055,596049507,940213619978936320,34713362,1274639964328902660,3434307082,1132061394436648960,176386598,1196187572566806528,407083720,918400791588802562,1050788668913446914,9948632,115613591,173126656,3001534666,2820507071,588261604,3112035659,19107088,1019798334,936041639327477762,1284889495574175744,1336689804,30701862,1317684891279032320,1134049078424162304,1648210422,953334086,4577208795,1245296905657221120,1270735054793138176,1103054506630238208,982155333912047616,769298351472844801,558705247,866129128810057728,837516529713360897,2367101072,1098707664094224385,1286473712427040768,2700870666,718319514,2377864483,1694473926,1001150772267110400,1172173676155944965,824628830065156096,1218140039558979585,1307248254,2856136412,1223884462557143043,1092501370123386880,215713898,1155268134200176640,752996343426142208,1160407037441802240,1028708876982603776,527955668,786792474576498696,849992702196363268,1442605345,4471806683,2820952439,260085278,2419591884,872066005958148097,225106473,42219469,1236112893168324610,1176358999945433088,605529638,362573937,823614544853471233,241862771,622043414,1961881735,187302227,470657435,233742662
4910998461,1136762823030104064,880123349199986690,2934642297,827099424,1083087975548944385,990727409648459777,2557733383,880189282790637568,606090333,1162575935704616962,1317674172521213952,1279949570718474242,271994906,17109503,1279707556445855744,2849516514,1238982826462081025,2570920968,1283349703153922050,3004462143,246674276,1039681239630983168,900775615225352192,1270183826162098182,81519065,205329051,74554791,1871424620,843896918782758913,79650714,1120741599145799680,22429358,1390218944,41780491,75563063,1175213939879116800,1162941512,180334465,238915270,19421024,132217105,295793915,743070434011271168,355051376,104190332,1560600990,1073342248601960448,1401225655,1022343388367138816,398252080,22594051,795688827901906945,335210157,1080190270535282691,73784998,1038734571297275904,107232049,738618220752441345,214481035,606571099,4185620931,28079801,1283317241895743488,3425622711,358634058,275837099,749680519789613056,56267926,1163014695189696512,19491908,19352135,62454048,3413798921,2843747076,1226670480993681410,302189775,283604227,90000886,762833384,1241720714,480881323,3148700956,1142706428,618535302,107498054,1197310672196890624,1617958591,43596967,1069817798078148609,440062484,1062865414693289986,38900793,1026801534137458688,5988592,89020515,1596153732,3307066535,525735734,119172646
1419468180,4833145305,263778273,2985349899,999623124906889217,884849156,168940317,1257293699165433856,29624552,819285476146298883,953370467770994688,4853299683,1257514034162737155,867058031036694529,1088746878227935232,846492056,1079128969943965702,1229505970243547137,1281783285782282240,979994491519229952,4723437459,3609886577,1221479280879775744,552862299,1321165801098006529,934019876473266176,125767924,951382174472777728,385637289,1260474185257832450,16290012,10453682,34138828,401614691,563867081,1001021042712809473,1245264695700774912,1214578223855616001,1159146763229507584,711927214778920961,1035065172,1635801727,3549429319,1478456018,2904173352,95057719,991312050,1289207221226573826,353082334,2832977833,173146521,50559378,867527992620089344,306068267,936353983,12988312,775755981900963840,1025420035047731202,8132402,30859231,77636395,3342014314,813540735798673409,1493731854,506600532,2182492111,44061988,1272382111211610113,47462091,837034144886566914,1236243385171603456,1942738075,198517235,2492157126,2691336948,18684572,1042223210576719872,20889924,2276018003,859121825476956160,236153115,14297868,480172103,24177149,370451149,4839803752,70712546,1080276111391477760,936364536365568000,65684405,1295522235202101248,40410819,105545368,1295120334308466694,1054755777804689413,91407101,1201818983730733056,871031670048272384,17261599,1242846142137643008
62655847,2915907989,1278409131016290304,14278608,880878246346272769,1282073777111695361,1122233684952850444,858073539743809538,2225667343,1185313524693770240,33765178,797991080755130368,79784188,2904644481,601264090,19021348,15678167,779451,2935644071,372910204,4506964786,339673,38240881,20689525,1044937263489134592,1158054642493923329,19656975,1146513312030613504,2283119706,1205436052351139840,399678471,574221899,1321188960023007233,23590903,500570487,25501347,1247896367076270080,328078311,937283809409605632,1443887724,1109187936602472449,753616329396002816,16656350,1301581759792975880,499940041,26565487,220377031,1329766236,751802949530255360,22498866,20491503,772823099087749120,1066781564523159552,985171116149764097,350205627,1272725205392125952,2865086833,347568180,1257569568492523520,998229016288034817,1230245923957153792,104773829,1302685091429310472,1250396336261865472,16946467,3166952594,1281209827134451713,24864132,37308266,45368397,287380733,1233254689304563714,382481918,33700915,942617605042462722,999044140951318528,293590755,328860741,1040987959,30846824,58432946,109359747,729589967433818112,522886588,2713487012,433721860,1085505534852239360,771260882311532544,63224490,777207341225615360,1199084821781393408,1015588857440595968,323798683,158878371,741368872779943936,35372566,2897029440,120335904,2190680828,1324448471244546049
2574839564,15585923,27740227,15750456,782956819144663040,1257467463601618944,1426561226,716160726,1156179072147501061,4860570680,384996043,2326593438,3506372239,19753565,3431962792,46635444,1303679586060759041,1068330630163963904,14928001,752848767510978560,1000383612204736512,1232708908575285249,94999021,240609104,1314134317,2429203441,1051542972565733376,1250570469184614400,75372132,1169666655317876736,2519441262,1162890222457147392,2520341910,1114621658,1205554772360732672,592299910,715797191500148736,449882262,15338256,1043447535820582913,44233651,163753797,4062267633,3019434435,786724063691538432,3311704200,193625274,1105563273833955330,1379070162,1256730542,82279998,1226764062060617728,609963757,1322409468575969280,55552012,3049447475,130933506,364780220,420895831,285141601,115563016,832642453,241322748,16706624,2435043313,1280906135818698753,193325286,937133445976698881,111764795,61495660,4058801981,2266925107,234317966,759021631,1094787275064594432,41330546,1238467680773894146,2768501,1176809646658486273,392338015,29315281,16213210,90793171,963605279521648640,2940284602,255924292,25183700,15850297,23072931,33823385,24793559,170345183,119269430,15676578,1321154142300180480,2178704048,542898846,395632957,912406333953052673,1942312542
1323631613251481601,875338951648825344,2851390418,1258019054117412868,783344616623964160,34236754,760441737567309824,292898515,4970411,1296234517045313536,1129052790351966208,240286075,929444450757173248,1583810922,1932848502,395787124,15849345,1216448182600773632,1235613600,1003852848419860480,19377475,123441379,1300808207770832896,179864823,326847423,508997919,106836051,4830703533,34262243,101824877,1426695192,188594495,3184394707,2793372823,822679695304990720,16374678,2150085458,1024712047,789673802150113280,1269307424126701568,14579289,3907008972,5692662,2393776632,163999674,28690832,739659029404745729,808608,3192053926,62279216,106214444,3431507411,549071263,26204461,261170968,451175258,252607375,16473043,1312728426638438401,71421659,23123953,3140705270,112525209,4356030859,1258627448935251968,21228708,864021513560670208,1038062277180751872,133899281,804819301609963520,1486420321,403163083,1095482373263642624,2964650969,105041593,53789559,2242847119,141102467,506516225,39563998,27593992,48121356,994688551760678912,19027475,1203499186823430145,4497993159,821377963895771138,1272530966855266304,1057427920560549888,1263959258892251142,977101321403863040,1216680680,29792068,1259886180721721345,2323102484,911235378694230016,1288102667273691136,156300585,59061856,24646005
423407129,376200768,2341210838,4217407227,1003898407365300225,1294400441166499841,277600246,155722680,1131854274223366144,135969430,715680734409830402,1272670512561430528,819646999939207168,326229600,1064778318,991398918,231102238,1281861375489441793,1017218259089838080,26020465,1197822359660617728,155921816,1322126446089949185,223969107,48882734,146671337,716658880508510208,3610845743,2827548050,877015189,1582071445,1624323649,2847258009,857207805551497216,16047127,229508697,1032760914305576962,1978358988,12379202,19922496,1231293023100772358,3429955204,768225363843489794,50636347,99836118,3013578654,2338275336,902596925123330054,952636350158819328,1166696554239016962,41622942,2295310706,31015673,4170639051,478251871,1119334503581999110,1260938915982331905,16198586,462210763,1288223407633555460,854886167237599232,46391399,449433410,140015147,25134973,396811416,20185237,1310306792497438725,1004741355816570882,539078717,723299882442850304,18653685,1192309244,980803110053601281,42310141,160943593,352937036,21696535,1315671369426694144,1541195299,809224945,3142683507,1000729108723191808,995630103362265088,58482764,388948480,998802345864679424,1247679682897534976,967303305411088384,2208888608,16973333,70054648,1005687309541543937,1001365168369094656,1004978915188920320,995165135684685824,977770316167569409,977761062102724609,19143837,1301431175756443649
824260299645587457,969518593728794624,552317351,112106950,1231447832,2346632287,62077909,60624433,19414905,99864196,38952521,836197236,437085205,3334677605,923412207001657345,890844439442325504,157617240,1192970154206023680,1050284096,15064311,75010727,205062009,1305515951043952640,2207389554,1219818515533746177,1042635968174538752,42290868,906245916,1087168568037240832,954952823577432064,3119673405,94150014,1252471063730106368,1012413763050528770,235792449,21763420,1924167116,1261158865149689857,963078516945375237,1316825731486412803,2835428010,899402497659482112,1302656114123776000,1300768130151710723,1253574938880966656,393722421,1213144688976261120,2252238343,341657666,780482943265497088,25993623,623436968,52528086,278586915,50001405,865656978986500097,49954706,1095047340593954816,1325165525735862272,1120004319674273793,2610581527,36033566,251745200,3109822229,339010292,19960441,733557398,37324428,1213780071212707840,1663507206,276262937,184660249,14066080,48928928,30077109,735622716,77296438,15261309,2724864085,1172921704714256385,25868207,3989362589,50098848,74228482,342812875,97324468,214071959,1869527840,1166375320842309632,1312784365458395136,1007725923720835072,100986964,1310231325560000518,893929831,190608818,2483578400,1112381136104243202,938489461,260849463,316035824
101153119,1319997350778007552,16829374,1228143673617022977,1123782297923280896,1323306606726057984,1093179451708444672,35164303,3096702665,106118280,1254792099611869185,621937350,1178418488349732866,850727236281958401,19904239,24717240,2165346018,1137138575374503936,794254440991752198,478711667,20433376,3448943721,21227268,2482792157,2875162064,771409319615234049,160812512,1200034512832487424,3634048288,1228249969,540042482,317539525,1310160997584449543,952684397437763584,3051674485,2437733502,3292550997,270064609,44601026,198174062,299006948,253011329,999819689948741632,519318664,220022274,2161586678,395711237,2788340724,259484619,82534800,293768205,904496780,60075098,2298427626,18729261,2301639709,1276779555068366849,569389614,415826305,15969768,2157878718,14186393,1497120283,217550862,190360266,355651201,4797281129,1580430643,1257692347187552257,31071403,937676982145507329,344690602,1649037018,832966002530992128,3498200483,477135052,788936310161539072,1211042166618742784,3551046323,22753072,1310519622160887808,1266504242505932804,704408275475832832,1263850368909312003,596657288,326071624,1914441230,3311888905,97465323,331701384,2447159724,21772100,126407168,54640235,951519792858587139,176358506,1062520584796438528,1238390514509996032,3099017666,884784719883362305
19844568,61157704,915314133666488321,16804006,2871813877,24569793,245612961,115132625,289479362,1571858647,166162465,278596403,24828656,462288600,151903568,2474547194,19176074,387699759,311598210,1197652726349385729,2333695309,121562160,627448121,311258092,1305051115696742400,481377993,1318990690689421318,38186563,162679757,1135801791545823232,735123199,855518754079297536,111501960,968577234,1215409387608502272,15075999,1976023938,776514789329793024,28123142,3075763750,3140714574,899540232,17862527,9627102,18736950,2290406826,1259879676765507585,621294933,14361260,1298728979986182144,32040470,38695615,60431690,21430553,4631548822,50157605,1192132632257032192,1220123361461796864,4407109035,967814642,1038089962963591169,146404350,17722044,58314688,1220857242733502464,30988328,1343288414,57097104,2227237848,1095827040064978944,24495071,844057514681356288,3083379578,1028962892039835648,1287821923498577920,15791060,854914121204203520,703152434,21232386,105871561,726065930455908353,1010063069047918593,140743651,67408637,1117150915,845785991910584320,2225877529,2878775884,236909978,799055104200491009,1263490946,19737646,818839030213341185,634912541,1233109735987142656,1447121904,17990692,2592410190,1108409038243422209,901108721924878336
